epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,270.974,0.35063,0.39414,0.27544,0.82246,1,0.93773,0.97903,0.87392,1,0.93773,0.96806,0.82099,0.52355,1.18329,0.43639,0.8233,0.0006338,0.0006338,0.0006338
71,274.841,0.39586,0.44507,0.28599,0.82884,0.99569,0.93939,0.98524,0.86438,0.99569,0.93939,0.96921,0.83786,0.52945,1.1063,0.43972,0.82679,0.000614,0.000614,0.000614
72,278.793,0.36195,0.38429,0.27884,0.81642,0.96961,0.96702,0.99238,0.87766,0.96961,0.96702,0.97277,0.85702,0.50218,1.02341,0.40445,0.82404,0.0005942,0.0005942,0.0005942
73,282.724,0.38691,0.40619,0.28583,0.82809,0.96858,1,0.99324,0.89046,0.96965,0.96816,0.97521,0.88144,0.48959,0.83765,0.37643,0.80747,0.0005744,0.0005744,0.0005744
74,286.782,0.36733,0.39203,0.27118,0.82301,0.96747,1,0.99324,0.90767,0.96747,1,0.99324,0.90436,0.45506,0.6664,0.35884,0.79405,0.0005546,0.0005546,0.0005546
75,290.975,0.34704,0.37787,0.27787,0.81797,0.99797,0.9697,0.99412,0.91749,0.99797,0.9697,0.99412,0.92732,0.39508,0.60729,0.3425,0.77601,0.0005348,0.0005348,0.0005348
76,294.733,0.38049,0.41568,0.28364,0.82371,0.97049,0.99651,0.99412,0.90974,0.97049,0.99651,0.99412,0.91601,0.40541,0.59949,0.35244,0.77515,0.000515,0.000515,0.000515
77,298.486,0.35373,0.38713,0.26986,0.82271,0.96784,1,0.99412,0.90444,0.96784,1,0.99412,0.90804,0.39683,0.61907,0.34109,0.78012,0.0004952,0.0004952,0.0004952
78,302.234,0.38118,0.40099,0.28409,0.82284,0.99756,1,0.995,0.90302,0.99756,1,0.995,0.90005,0.39033,0.64899,0.33856,0.77895,0.0004754,0.0004754,0.0004754
79,306.074,0.34178,0.36145,0.26767,0.81422,0.98658,1,0.995,0.90943,0.98658,1,0.995,0.89126,0.3945,0.71056,0.33617,0.77496,0.0004556,0.0004556,0.0004556
80,309.784,0.35712,0.43096,0.26468,0.81255,1,0.99867,0.995,0.91313,1,0.99867,0.995,0.89418,0.39181,0.74754,0.32198,0.77401,0.0004358,0.0004358,0.0004358
81,313.517,0.38357,0.43093,0.27738,0.82202,0.97059,0.9999,0.99324,0.91005,0.97059,0.9999,0.99324,0.89847,0.3685,0.76148,0.33092,0.76713,0.000416,0.000416,0.000416
82,317.277,0.35233,0.38079,0.2624,0.80701,0.96503,1,0.99324,0.90089,0.96503,1,0.99324,0.92619,0.36327,0.70616,0.32845,0.76091,0.0003962,0.0003962,0.0003962
83,321.058,0.34637,0.38402,0.25067,0.8188,0.94266,0.99639,0.99238,0.90828,0.94266,0.99639,0.99238,0.91548,0.35853,0.70638,0.32373,0.75951,0.0003764,0.0003764,0.0003764
84,324.817,0.35927,0.39953,0.26389,0.82404,1,0.96784,0.99412,0.917,1,0.96784,0.97282,0.90929,0.34986,0.70195,0.3109,0.75738,0.0003566,0.0003566,0.0003566
85,328.578,0.3291,0.38041,0.25493,0.81729,1,0.99786,0.995,0.91849,1,0.99786,0.995,0.91202,0.35389,0.66797,0.30868,0.75576,0.0003368,0.0003368,0.0003368
86,332.299,0.35719,0.4116,0.27126,0.8169,1,0.99871,0.995,0.93917,1,0.99871,0.995,0.91399,0.34081,0.62077,0.30513,0.75582,0.000317,0.000317,0.000317
87,336.038,0.3616,0.39843,0.26495,0.81731,1,0.9987,0.995,0.9316,1,0.9987,0.995,0.92692,0.3649,0.59925,0.30146,0.75827,0.0002972,0.0002972,0.0002972
88,339.845,0.33637,0.36266,0.24567,0.8266,1,0.99896,0.995,0.91867,1,0.99896,0.995,0.91016,0.38812,0.62994,0.30577,0.76029,0.0002774,0.0002774,0.0002774
89,343.504,0.3344,0.35497,0.2407,0.81776,1,0.99927,0.995,0.91022,1,0.99927,0.995,0.92254,0.39771,0.66523,0.30866,0.76093,0.0002576,0.0002576,0.0002576
90,347.275,0.343,0.401,0.25064,0.82555,1,0.9992,0.995,0.91018,1,0.9992,0.995,0.90772,0.40627,0.68304,0.31102,0.7661,0.0002378,0.0002378,0.0002378
91,378.312,0.29802,0.34759,0.22797,0.78298,1,0.99912,0.995,0.89369,1,0.99912,0.995,0.89395,0.40818,0.65668,0.32466,0.77611,0.000218,0.000218,0.000218
92,382.057,0.29594,0.3572,0.24232,0.78979,1,0.99864,0.995,0.89528,1,0.99864,0.995,0.88756,0.41346,0.68447,0.33391,0.77536,0.0001982,0.0001982,0.0001982
93,385.809,0.30445,0.3786,0.23173,0.80461,1,0.99912,0.995,0.89401,1,0.99912,0.995,0.87202,0.42472,0.6918,0.33065,0.77682,0.0001784,0.0001784,0.0001784
94,389.533,0.29749,0.36511,0.22767,0.77725,1,0.99671,0.995,0.89801,1,0.99671,0.995,0.86774,0.43102,0.72093,0.31525,0.77689,0.0001586,0.0001586,0.0001586
95,393.249,0.28591,0.36261,0.22724,0.77585,0.9981,1,0.995,0.89789,0.9981,1,0.995,0.87548,0.41937,0.77341,0.30798,0.77947,0.0001388,0.0001388,0.0001388
96,396.964,0.29607,0.35449,0.2304,0.77984,0.99658,1,0.995,0.89772,0.99658,1,0.995,0.8697,0.40746,0.8379,0.3087,0.77892,0.000119,0.000119,0.000119
97,400.702,0.30228,0.35633,0.23281,0.75867,0.99704,1,0.995,0.90258,0.99704,1,0.995,0.88372,0.39397,0.83811,0.30544,0.77838,9.92e-05,9.92e-05,9.92e-05
98,404.501,0.29607,0.34878,0.21524,0.77566,0.99772,1,0.995,0.90804,0.99772,1,0.995,0.88418,0.38854,0.82792,0.29899,0.77739,7.94e-05,7.94e-05,7.94e-05
99,408.229,0.30333,0.3845,0.22751,0.79013,0.99663,1,0.995,0.90288,0.99663,1,0.995,0.89575,0.38865,0.79403,0.30903,0.77647,5.96e-05,5.96e-05,5.96e-05
100,411.924,0.28981,0.35803,0.22179,0.77625,0.99597,1,0.995,0.90542,0.99597,1,0.995,0.88201,0.39524,0.78384,0.30831,0.777,3.98e-05,3.98e-05,3.98e-05
